#DA_ID	Random_Taxon	Shortest_Taxon	Longest_Taxon
da00488	up_Q72GB8_Q72GB8_THET2	up_Q4XXG2_Q4XXG2_PLACH	up_Q5SM68_Q5SM68_THET8
da00489	up_Q9HNT7_Q9HNT7_HALSA	up_Q9HNT7_Q9HNT7_HALSA	up_Q2HPT9_Q2HPT9_CLOTM
da00491	up_Q2S179_Q2S179_SALRD	up_Q6A9N5_Q6A9N5_PROAC	up_Q21YY1_Q21YY1_RHOFD
da00492	up_Q7TUN9_Q7TUN9_PROMM	pfam21_Q3WYD1_Q3WYD1_9ACTN	pfam21_Q3DY50_Q3DY50_CHLAU
da00493	up_Q6L158_Q6L158_PICTO	up_Q96ZH3_Q96ZH3_SULTO	up_Q7UQM5_Q7UQM5_RHOBA
da00494	pfam21_Q423K9_Q423K9_DESHA	up_Q2LTJ8_Q2LTJ8_SYNAS	pfam21_Q26QA9_Q26QA9_XANP2
da00496	up_Q7NXQ9_Q7NXQ9_CHRVO	up_Q8ZZB2_Q8ZZB2_PYRAE	up_Q8XS58_Q8XS58_RALSO
da00498	pfam21_Q41PP5_Q41PP5_METBU	pfam21_Q41PP5_Q41PP5_METBU	pfam21_Q41TM9_Q41TM9_FERAC
da00503	up_Q3MGE4_Q3MGE4_ANAVT	up_Q8ZWW0_Q8ZWW0_PYRAE	up_P74527_P74527_SYNY3
da00504	up_Q8ZW38_Q8ZW38_PYRAE	up_Q8RG73_Q8RG73_FUSNN	up_Q467V4_Q467V4_METBF
da00508	pfam21_Q3G1N8_Q3G1N8_9DELT	pfam21_Q43D09_Q43D09_9CHLB	up_Q7MXE8_Q7MXE8_PORGI
da00509	up_O29217_O29217_ARCFU	up_Q849Y7_Q849Y7_ECOLX	up_O29217_O29217_ARCFU
da00510	up_Q4E749_Q4E749_9RICK	up_Q9F8L8_Q9F8L8_CARHY	up_Q8DLB3_Q8DLB3_THEEB
da00514	up_Q82MC8_Q82MC8_STRAW	pfam21_Q4LYM4_Q4LYM4_9BURK	up_Q82MC8_Q82MC8_STRAW
da00515	up_O67379_O67379_AQUAE	up_Q9UZW1_Q9UZW1_PYRAB	up_O67379_O67379_AQUAE
da00516	up_Q4K7R9_Q4K7R9_PSEF5	up_Q3JM32_Q3JM32_BURP1	up_Q2FRY1_Q2FRY1_METHJ
da00517	up_Q8U025_Q8U025_PYRFU	up_Q8U025_Q8U025_PYRFU	up_Q5JFG5_Q5JFG5_PYRKO
da00519	up_Q2NFN7_Q2NFN7_METST	pfam21_Q4CGB5_Q4CGB5_CLOTM	up_Q8A955_Q8A955_BACTN
da00520	up_Q8TTE6_Q8TTE6_METAC	up_Q47WK3_Q47WK3_COLP3	up_Q8TTE6_Q8TTE6_METAC
da00524	pfam21_Q26XD4_Q26XD4_XANP2	up_Q1NL13_Q1NL13_9DELT	pfam21_Q3XNU7_Q3XNU7_9PROT
da00526	up_Q2T1A0_Q2T1A0_BURTA	pfam21_Q35V32_Q35V32_9GAMM	up_Q8YVD2_Q8YVD2_ANASP
da00527	up_Q8TKH5_Q8TKH5_METAC	up_Q8PS79_Q8PS79_METMA	up_Q75FI7_Q75FI7_LEPIC
da00532	up_Q2GQV2_Q2GQV2_CHAGB	pfam21_Q4I4S9_Q4I4S9_GIBZE	up_Q9Y7C6_Q9Y7C6_ASPTE
da00534	up_Q331Q2_Q331Q2_9ACTO	pfam21_Q3FIT9_Q3FIT9_9BURK	pfam21_Q7S736_Q7S736_NEUCR
da00537	up_Q9C1C5_Q9C1C5_TRIVE	up_Q8DTJ8_Q8DTJ8_STRMU	up_Q9C1C5_Q9C1C5_TRIVE
da00539	up_Q2H719_Q2H719_CHAGB	up_Q2U072_Q2U072_ASPOR	up_Q4P8E5_Q4P8E5_USTMA
da00546	up_Q8FGC5_Q8FGC5_ECOL6	up_Q30CS3_Q30CS3_STRAU	pfam21_Q3HJ35_Q3HJ35_TRIER
da00551	up_Q1ZZK0_Q1ZZK0_9BACT	up_Q2U4F1_Q2U4F1_ASPOR	up_Q9HGE0_Q9HGE0_GIBMO
da00554	up_Q8KND3_Q8KND3_MICEC	up_Q8FGC0_Q8FGC0_ECOL6	up_Q8TGD6_Q8TGD6_ASPTE
da00572	up_Q9C104_GDE1_SCHPO	up_Q6C3R1_Q6C3R1_YARLI	up_Q9C104_GDE1_SCHPO
da00575	pfam21_Q2WUD6_Q2WUD6_CLOBE	up_Q27096_Q27096_TRIVA	pfam21_Q4CDI0_Q4CDI0_CLOTM
da00576	up_O69146_O69146_BACSU	up_P97961_P97961_9PEZI	up_O69146_O69146_BACSU
da00577	up_Q96UN8_Q96UN8_EMENI	pfam21_Q5TU13_Q5TU13_ANOGA	pfam21_Q80V98_Q80V98_MOUSE
da00579	up_Q6TBN8_Q6TBN8_9NOST	up_Q6TBM5_Q6TBM5_OSCAG	pfam21_Q3W1F2_Q3W1F2_9ACTO
da00581	up_Q4Y6R7_Q4Y6R7_PLACH	up_Q9Y8F4_Q9Y8F4_EMENI	up_Q4MQY3_Q4MQY3_BACCE
da00589	up_Q8NJX5_Q8NJX5_9FUNG	up_Q870A8_Q870A8_9FUNG	up_Q8NJX5_Q8NJX5_9FUNG
da00606	up_Q6XYC3_Q6XYC3_HUMAN	up_Q6XYC3_Q6XYC3_HUMAN	up_Q7KTN8_Q7KTN8_DROME
da00607	pfam21_Q96I86_Q96I86_HUMAN	pfam21_Q96I86_Q96I86_HUMAN	up_Q54EQ0_Q54EQ0_DICDI
da00614	pfam21_Q3P703_Q3P703_PARDE	up_Q9CSL3_Q9CSL3_MOUSE	pfam21_Q3P703_Q3P703_PARDE
da00627	pfam21_Q50QX4_Q50QX4_ENTHI	up_Q9R5V1_Q9R5V1_ECOLX	up_Q4FFY9_Q4FFY9_GINBI
da00635	up_Q20BH0_Q20BH0_HUMAN	up_Q5JLI4_Q5JLI4_ORYSJ	up_Q20BH0_Q20BH0_HUMAN
da00638	up_Q9ZFY2_Q9ZFY2_9DEIN	pfam21_Q1VI16_Q1VI16_9FLAO	pfam21_Q83G99_Q83G99_TROWT
da00643	up_Q6SHL8_Q6SHL8_9BACT	up_Q3LBX6_Q3LBX6_9MOLU	up_Q9RY21_Q9RY21_DEIRA
da00653	pfam21_Q2PMV6_Q2PMV6_CYPCA	up_Q2I627_Q2I627_GLOMM	pfam21_Q8N3A7_Q8N3A7_HUMAN
da00654	up_Q8K040_Q8K040_MOUSE	up_Q9N0M4_Q9N0M4_CERNI	up_Q7M0B0_Q7M0B0_MESAU
da00664	pfam21_Q9XUC3_Q9XUC3_CAEEL	up_Q73VY8_Q73VY8_MYCPA	pfam21_Q8IKE1_Q8IKE1_PLAF7
da00672	up_Q241B3_Q241B3_TETTH	up_Q89QY9_Q89QY9_BRAJA	up_Q241B3_Q241B3_TETTH
da00676	up_Q7QGM3_Q7QGM3_ANOGA	pfam21_Q7Q7S8_Q7Q7S8_ANOGA	pfam21_Q43TE3_Q43TE3_SOLUS
da00688	up_Q2TUM7_Q2TUM7_9SPER	up_Q873Q2_Q873Q2_SMICU	up_Q9BHM5_Q9BHM5_9MICR
da00689	pfam21_Q3XMF2_Q3XMF2_9PROT	up_Q9U023_Q9U023_GIALA	pfam21_Q3XMF2_Q3XMF2_9PROT
da00696	pfam21_Q2M3G0_Q2M3G0_HUMAN	up_Q4R449_Q4R449_MACFA	up_Q5CV38_Q5CV38_CRYPV
da00729	up_Q9AIH1_Q9AIH1_CARRU	up_Q4L150_Q4L150_9FLAO	up_Q9AIH1_Q9AIH1_CARRU
da00739	pfam21_Q1X556_Q1X556_9FIRM	up_Q9TY15_Q9TY15_NYCOV	pfam21_Q1X556_Q1X556_9FIRM
da00743	pfam21_Q7R2C6_Q7R2C6_GIALA	up_Q2HFM7_Q2HFM7_CHAGB	pfam21_Q23XU9_Q23XU9_TETTH
da00763	pfam21_Q7QXS5_Q7QXS5_GIALA	up_Q4U9X6_Q4U9X6_THEAN	up_O21237_O21237_RECAM
da00764	up_Q94FS0_Q94FS0_LOLRI	up_Q9S988_Q9S988_BRANA	up_Q39850_Q39850_SOYBN
da00766	up_Q9FV21_Q9FV21_SOLLC	up_Q3UV07_Q3UV07_MOUSE	up_Q4VGM3_Q4VGM3_MAMBR
da00771	up_Q940A2_P2C31_ARATH	pfam21_O22200_O22200_ARATH	pfam21_Q3W1J2_Q3W1J2_9ACTO
da00772	pfam21_Q36ZI0_Q36ZI0_RHOPA	pfam21_Q3PJB6_Q3PJB6_PARDE	up_Q9LM23_Q9LM23_ARATH
da00782	up_Q8VYB2_Q8VYB2_ARATH	up_Q6S4W4_Q6S4W4_CHLRE	up_Q53LT4_Q53LT4_ORYSJ
da00783	up_Q43081_Q43081_PINSY	up_Q5IWX3_Q5IWX3_PROWI	up_Q2W4U0_Q2W4U0_MAGSA
da00784	pfam21_Q1SJT6_Q1SJT6_MEDTR	pfam21_Q2QY88_Q2QY88_ORYSA	up_Q97DN6_Q97DN6_CLOAB
da00787	up_Q43248_Q43248_MAIZE	up_Q08367_Q08367_MAIZE	up_Q59GJ9_Q59GJ9_HUMAN
da00789	pfam21_Q50PU3_Q50PU3_ENTHI	pfam21_Q50PU3_Q50PU3_ENTHI	up_Q9LQX6_Q9LQX6_ARATH
da00798	up_O22229_O22229_ARATH	up_Q24NZ0_Q24NZ0_DESHY	up_O22229_O22229_ARATH
da00801	up_Q1L5Y1_Q1L5Y1_9FILI	up_Q2TUP4_Q2TUP4_9MAGN	up_Q3LWH2_Q3LWH2_BIGNA
da00806	up_Q6CEG9_Q6CEG9_YARLI	up_Q6CEG9_Q6CEG9_YARLI	up_Q6CY02_Q6CY02_KLULA
da00816	up_Q3UHC8_Q3UHC8_MOUSE	up_Q3UHC8_Q3UHC8_MOUSE	up_Q9C8G1_Q9C8G1_ARATH
da00819	up_Q3J0T2_Q3J0T2_RHOS4	up_Q2K3Q8_Q2K3Q8_RHIEC	up_Q7XB48_Q7XB48_PHYPA
da00825	up_Q6TLZ7_Q6TLZ7_MYCUL	up_Q6TLZ7_Q6TLZ7_MYCUL	pfam21_Q94FB8_Q94FB8_9STRA
da00826	up_Q3KFD1_Q3KFD1_PSEPF	up_Q3KFD1_Q3KFD1_PSEPF	pfam21_Q2R1Z6_Q2R1Z6_ORYSA
da00831	pfam21_Q35QU1_Q35QU1_9BRAD	up_Q5YD54_Q5YD54_COLSU	pfam21_Q4IIS8_Q4IIS8_GIBZE
da00834	up_Q9RFM8_Q9RFM8_PSEAE	pfam21_Q25VU9_Q25VU9_MYCVN	up_Q3JGK2_Q3JGK2_BURP1
da00835	up_Q2JS57_Q2JS57_SYNJA	pfam21_Q43WN3_Q43WN3_SOLUS	up_Q9F1L6_Q9F1L6_9CHRO
da00839	up_Q93H68_Q93H68_STRAW	up_Q93H68_Q93H68_STRAW	up_Q4JT69_Q4JT69_CORJK
da00846	pfam21_Q25VU5_Q25VU5_MYCVN	up_O86329_O86329_MYCTU	up_Q63CQ6_Q63CQ6_BACCZ
da00850	up_Q8KWU3_Q8KWU3_LACSK	up_Q8VPA3_Q8VPA3_ENTFA	up_O85760_O85760_9LIST
da00854	up_Q5E2L7_HLDE_VIBF1	up_Q2XUN5_Q2XUN5_9COXI	pfam21_Q37J65_Q37J65_RHOPA
da00860	pfam21_Q2AZG5_Q2AZG5_9BACI	up_Q4BZR7_Q4BZR7_CROWT	up_Q3M5N6_Q3M5N6_ANAVT
da00861	up_Q9RFK9_Q9RFK9_STIAU	up_Q9RFK9_Q9RFK9_STIAU	up_Q9KIZ9_Q9KIZ9_SORCE
da00867	up_O30915_O30915_STRFL	up_P94904_P94904_9GAMM	pfam21_Q4ISB4_Q4ISB4_AZOVI
da00868	pfam21_Q9I181_Q9I181_PSEAE	pfam21_Q9I181_Q9I181_PSEAE	up_Q63CQ5_Q63CQ5_BACCZ
da00873	up_Q6WZA4_Q6WZA4_STRVI	up_Q71EG5_Q71EG5_BACSU	up_Q83XI8_Q83XI8_VIBAN
da00879	up_Q9KJ00_Q9KJ00_SORCE	up_Q9KJ00_Q9KJ00_SORCE	up_Q869X2_PKS17_DICDI
da00882	up_Q1M6S5_Q1M6S5_RHIL3	up_Q1M6S5_Q1M6S5_RHIL3	up_Q2W153_Q2W153_MAGSA
da00891	up_Q4LD27_Q4LD27_MICAE	up_Q4LD27_Q4LD27_MICAE	up_Q4V2I7_Q4V2I7_BURMA
da00893	up_Q9F636_Q9F636_STIAU	up_Q3ESC5_Q3ESC5_BACTI	pfam21_Q8U9Q1_Q8U9Q1_AGRT5
da00894	up_Q92Q05_Q92Q05_RHIME	up_Q2Q0F0_Q2Q0F0_9ZZZZ	up_Q3B5C1_Q3B5C1_PELLD
da00910	up_P94183_P94183_9NOST	up_P94183_P94183_9NOST	up_O32393_O32393_SPIPL
da00916	pfam21_Q2DXF2_Q2DXF2_ACICE	up_Q9K7X6_Q9K7X6_BACHD	pfam21_Q1XLA4_Q1XLA4_CYTJO
da00919	up_Q5IK33_Q5IK33_9ACTO	up_Q5IK34_Q5IK34_9ACTO	up_Q9F0D7_Q9F0D7_9ACTO
da00922	up_Q9AKJ4_Q9AKJ4_RICRI	up_Q9AKJ4_Q9AKJ4_RICRI	pfam21_Q5TYD9_Q5TYD9_ANOGA
da00930	up_Q2UR32_Q2UR32_ASPOR	up_Q2UPA9_Q2UPA9_ASPOR	up_Q2HBX1_Q2HBX1_CHAGB
da00941	up_Q3IKL4_Q3IKL4_PSEHT	up_Q3IKL4_Q3IKL4_PSEHT	up_Q8RTU1_Q8RTU1_9PROT
da00942	up_Q4HNM3_Q4HNM3_CAMUP	up_Q4HNM3_Q4HNM3_CAMUP	up_Q8VPW0_Q8VPW0_SYNE7
da00945	pfam21_Q2XA71_Q2XA71_PSEPU	up_Q2CCS1_Q2CCS1_9RHOB	up_Q8GZ21_Q8GZ21_ARATH
da00952	up_O68641_O68641_CELCE	up_Q8KKH3_Q8KKH3_BACCI	up_O68641_O68641_CELCE
da00953	up_Q3JG50_Q3JG50_BURP1	up_Q9KBI7_Q9KBI7_BACHD	pfam21_Q459C8_Q459C8_9BURK
da00955	up_Q3M1J1_Q3M1J1_ANAVT	up_Q4BVS5_Q4BVS5_CROWT	up_Q4C0V6_Q4C0V6_CROWT
da00960	up_Q4C0C2_Q4C0C2_CROWT	up_Q8DMG0_Q8DMG0_THEEB	pfam21_Q43HJ8_Q43HJ8_9CHLB
da00962	up_Q9KWX8_Q9KWX8_STAAU	up_Q1NYI8_Q1NYI8_9FLAO	up_Q4E7T7_Q4E7T7_9RICK
da00964	up_Q93GZ1_Q93GZ1_STRAW	up_Q8GGR2_Q8GGR2_STRAZ	up_Q9FB28_Q9FB28_9ACTO
da00965	up_Q3M6P6_Q3M6P6_ANAVT	up_P94181_P94181_9NOST	up_P94182_P94182_9NOST
da00970	up_Q5M3V5_Q5M3V5_STRT2	up_Q7TVV4_Q7TVV4_MYCBO	pfam21_Q3DXM4_Q3DXM4_CHLAU
da00978	up_Q8F2D7_Q8F2D7_LEPIN	up_Q4BZZ0_Q4BZZ0_CROWT	pfam21_Q1TQA0_Q1TQA0_9MYCO
da00982	up_Q1RS65_Q1RS65_BACAM	up_Q93AL5_Q93AL5_9ACTO	up_Q1RS65_Q1RS65_BACAM
da00989	up_Q1L116_Q1L116_9MOLU	up_Q1W9W8_Q1W9W8_STAAU	up_Q4PRD4_Q4PRD4_PSEFL
da00995	pfam21_Q2ADF8_Q2ADF8_9FIRM	pfam21_Q1WYG3_Q1WYG3_9FIRM	up_Q73P67_Q73P67_TREDE
da00997	up_Q56VB0_Q56VB0_TRYCR	up_Q4T974_Q4T974_TETNG	up_Q1NYV8_Q1NYV8_9FLAO
da01001	up_Q7MCU1_Q7MCU1_VIBVY	up_Q7MCU1_Q7MCU1_VIBVY	up_Q6F8V0_Q6F8V0_ACIAD
da01002	up_Q8KR71_Q8KR71_PHOLU	up_Q3EK32_Q3EK32_BACTI	up_Q6F8U9_Q6F8U9_ACIAD
da01004	up_Q8YMP2_Q8YMP2_ANASP	up_Q7NDQ1_Q7NDQ1_GLOVI	up_P74477_P74477_SYNY3
da01008	up_Q8DLI4_Q8DLI4_THEEB	up_Q7NJS4_Q7NJS4_GLOVI	up_Q2JPN4_Q2JPN4_SYNJB
da01009	up_Q2W2T1_Q2W2T1_MAGSA	up_P73774_P73774_SYNY3	up_Q6N9G7_Q6N9G7_RHOPA
da01010	up_Q6MIQ9_Q6MIQ9_BDEBA	up_Q97IE5_Q97IE5_CLOAB	pfam21_Q2WMH8_Q2WMH8_CLOBE
da01011	pfam21_Q2X521_Q2X521_9GAMM	up_Q5XQA8_Q5XQA8_9ARCH	up_Q7WEZ3_Q7WEZ3_BORBR
da01013	up_Q3M2Y5_Q3M2Y5_ANAVT	up_Q4C8P9_Q4C8P9_CROWT	up_Q7UGT5_Q7UGT5_RHOBA
da01027	up_Q65JD0_Q65JD0_BACLD	up_Q8XH90_Q8XH90_CLOPE	pfam21_Q25TA8_Q25TA8_MYCVN
da01033	up_Q82FN8_Q82FN8_STRAW	up_Q878U2_Q878U2_STRP3	pfam21_Q350K2_Q350K2_9GAMM
da01037	pfam21_Q4LSB6_Q4LSB6_9BURK	up_Q4SYB4_Q4SYB4_TETNG	up_Q221T5_Q221T5_RHOFD
da01039	up_Q1MF33_Q1MF33_RHIL3	pfam21_Q3CRU2_Q3CRU2_ALTAT	pfam21_Q3E0R2_Q3E0R2_CHLAU
da01043	up_Q982I5_Q982I5_RHILO	up_Q982I5_Q982I5_RHILO	pfam21_Q29M07_Q29M07_DROPS
da01048	pfam21_Q1URZ7_Q1URZ7_9MYCO	pfam21_Q1URZ7_Q1URZ7_9MYCO	up_Q49934_Q49934_MYCLE
da01049	up_Q89FJ3_Q89FJ3_BRAJA	up_Q89FJ3_Q89FJ3_BRAJA	up_Q92YL0_Q92YL0_RHIME
da01050	up_Q1M8G0_Q1M8G0_RHIL3	up_Q5V6N9_Q5V6N9_HALMA	up_Q92XJ9_Q92XJ9_RHIME
da01052	up_Q89SW2_Q89SW2_BRAJA	up_Q92WJ5_Q92WJ5_RHIME	up_Q89SW2_Q89SW2_BRAJA
da01059	up_Q8Z028_Q8Z028_ANASP	up_Q8Z028_Q8Z028_ANASP	pfam21_Q3HGN6_Q3HGN6_TRIER
da01060	up_Q2SLI8_Q2SLI8_HAHCH	up_Q3M9D2_Q3M9D2_ANAVT	up_Q2SLI8_Q2SLI8_HAHCH
da01061	up_Q5WE61_Q5WE61_BACSK	up_Q8YXS1_Q8YXS1_ANASP	up_Q9KE90_Q9KE90_BACHD
da01062	up_Q3M5S2_Q3M5S2_ANAVT	up_Q3M5S2_Q3M5S2_ANAVT	up_Q8YWJ8_Q8YWJ8_ANASP
da01063	up_Q8YWG6_Q8YWG6_ANASP	up_Q4K7P3_Q4K7P3_PSEF5	up_Q2UEK2_Q2UEK2_ASPOR
da01065	up_Q2SIL6_Q2SIL6_HAHCH	up_Q2SIL6_Q2SIL6_HAHCH	up_Q2SKF9_Q2SKF9_HAHCH
da01066	up_Q3MG26_Q3MG26_ANAVT	up_Q3MG26_Q3MG26_ANAVT	up_Q8YU54_Q8YU54_ANASP
da01068	up_Q31LY4_Q31LY4_SYNE7	up_Q8YTN8_Q8YTN8_ANASP	up_Q473X5_Q473X5_RALEJ
da01069	up_Q1PKA2_Q1PKA2_PROMA	up_Q3AMJ0_PANCY_SYNSC	up_Q2JJ30_PANCY_SYNJB
da01070	up_Q8YSC7_Q8YSC7_ANASP	up_Q8YSC7_Q8YSC7_ANASP	up_Q55938_Q55938_SYNY3
da01071	pfam21_Q3HHU5_Q3HHU5_TRIER	pfam21_Q3N5H2_Q3N5H2_9DELT	pfam21_Q3HGF0_Q3HGF0_TRIER
da01072	up_Q3B0D6_Q3B0D6_SYNS9	up_Q7U948_Q7U948_SYNPX	pfam21_Q3VMC9_Q3VMC9_9CHLB
da01073	up_Q8ELX9_Q8ELX9_OCEIH	up_Q88VQ6_Q88VQ6_LACPL	up_Q5KV47_Q5KV47_GEOKA
da01077	pfam21_Q3E4Z0_Q3E4Z0_CHLAU	pfam21_Q3E4Z0_Q3E4Z0_CHLAU	up_P94184_P94184_9NOST
da01080	pfam21_Q4BEV9_Q4BEV9_BURVI	up_Q2T0J0_Q2T0J0_BURTA	up_Q62HJ8_Q62HJ8_BURMA
da01083	up_Q9WYA5_Q9WYA5_THEMA	up_Q9WYA5_Q9WYA5_THEMA	up_Q64RD7_Q64RD7_BACFR
da01084	up_Q3JMA7_Q3JMA7_BURP1	up_Q2T5W7_Q2T5W7_BURTA	up_O69825_O69825_STRCO
da01114	up_Q7D6E1_Q7D6E1_MYCTU	up_O50437_O50437_MYCTU	up_Q7D6E1_Q7D6E1_MYCTU
da01116	up_Q10884_Q10884_MYCTU	up_Q821A8_Q821A8_SHIFL	up_Q10884_Q10884_MYCTU
da01119	up_Q7X4R5_Q7X4R5_STRHY	up_Q848A5_Q848A5_STRHY	up_Q32YM8_Q32YM8_MYCUL
da01120	up_Q8YES4_Q8YES4_BRUME	up_Q8YES4_Q8YES4_BRUME	up_Q5I6C9_Q5I6C9_FLAJ1
da01121	pfam21_Q4BJJ7_Q4BJJ7_BURVI	up_Q31I01_Q31I01_THICR	pfam21_Q411K9_Q411K9_KINRA
da01143	up_Q3B3F2_Q3B3F2_PELLD	up_Q4HT74_Q4HT74_CAMUP	pfam21_Q44S99_Q44S99_CHLLI
da01149	up_Q62043_Q62043_MOUSE	up_Q62043_Q62043_MOUSE	up_Q8AXQ6_Q8AXQ6_PAGMA
da01165	up_Q673T0_Q673T0_9EURY	up_Q673T0_Q673T0_9EURY	up_Q8IYD8_FANCM_HUMAN
da01176	up_Q1PK48_Q1PK48_PROMA	up_Q63AZ2_Q63AZ2_BACCZ	up_Q2CIJ1_Q2CIJ1_9RHOB
da01177	up_Q4T910_Q4T910_TETNG	up_Q4PKE8_Q4PKE8_9BACT	up_Q4T910_Q4T910_TETNG
da01184	up_Q8FGF1_Q8FGF1_ECOL6	up_Q8FGF1_Q8FGF1_ECOL6	up_Q6F8U8_Q6F8U8_ACIAD
da01187	up_Q8FGB9_Q8FGB9_ECOL6	up_Q8FGB9_Q8FGB9_ECOL6	up_Q8FGB9_Q8FGB9_ECOL6
da01188	up_Q68CH6_Q68CH6_STRCZ	up_Q68CH6_Q68CH6_STRCZ	up_Q4P708_Q4P708_USTMA
da01196	up_Q74MN5_Q74MN5_NANEQ	up_Q74MN5_Q74MN5_NANEQ	up_Q8EWJ2_GATB_MYCPE
da01197	up_Q1Z4J2_Q1Z4J2_PHOPR	pfam21_Q3QIJ6_Q3QIJ6_9GAMM	up_Q3JGF9_Q3JGF9_BURP1
da01203	up_Q8DTJ4_Q8DTJ4_STRMU	up_Q84FK8_Q84FK8_ENTAG	pfam21_Q2WKU6_Q2WKU6_CLOBE
da01204	up_Q1NJ45_Q1NJ45_9DELT	up_Q8DC34_Q8DC34_VIBVU	pfam21_Q7R3W6_Q7R3W6_GIALA
da01211	up_Q2PYR2_Q2PYR2_UMBRA	up_Q2PYT1_Q2PYT1_9FUNG	up_Q8C2X2_Q8C2X2_MOUSE
da01216	up_Q7ZZ22_Q7ZZ22_DANRE	up_Q7ZZ22_Q7ZZ22_DANRE	up_Q8BP54_Q8BP54_MOUSE
da01228	up_Q2J1Q8_Q2J1Q8_RHOP2	up_Q89XF5_Q89XF5_BRAJA	pfam21_Q37CY1_Q37CY1_RHOPA
da01230	up_Q5LL22_Q5LL22_SILPO	up_Q5LL22_Q5LL22_SILPO	up_Q89T12_Q89T12_BRAJA
da01231	up_Q7M8J2_Q7M8J2_WOLSU	up_Q7M8J2_Q7M8J2_WOLSU	up_Q2BPD5_Q2BPD5_9GAMM
da01232	pfam21_Q35BE1_Q35BE1_9BRAD	up_Q89PW1_Q89PW1_BRAJA	pfam21_Q35BE1_Q35BE1_9BRAD
da01233	pfam21_Q35K89_Q35K89_9BRAD	up_Q89LS7_Q89LS7_BRAJA	pfam21_Q35K89_Q35K89_9BRAD
da01234	up_Q89KX9_Q89KX9_BRAJA	up_Q3SKZ7_Q3SKZ7_THIDA	up_Q89KX9_Q89KX9_BRAJA
da01235	up_Q89J62_Q89J62_BRAJA	up_Q6N2X8_Q6N2X8_RHOPA	up_Q89J62_Q89J62_BRAJA
da01237	up_Q89HL9_Q89HL9_BRAJA	up_Q89HL9_Q89HL9_BRAJA	pfam21_Q3VB93_Q3VB93_9SPHN
da01243	up_Q30QV9_DNLJ_SULDN	up_Q30QV9_DNLJ_SULDN	up_Q1PX65_Q1PX65_9BACT
da01254	up_Q1ZJZ0_Q1ZJZ0_PHOAS	up_Q3AEL6_Q3AEL6_CARHZ	up_Q1ZJZ0_Q1ZJZ0_PHOAS
da01257	up_Q2U702_Q2U702_ASPOR	up_Q2GRC9_Q2GRC9_CHAGB	pfam21_Q4IGB1_Q4IGB1_GIBZE
da01303	up_Q4EMH3_Q4EMH3_LISMO	up_Q7ZZU2_Q7ZZU2_OREMO	up_Q4EMH3_Q4EMH3_LISMO
da01307	up_Q54LF0_Q54LF0_DICDI	up_Q54LF0_Q54LF0_DICDI	up_Q5ATD0_Q5ATD0_EMENI
da01329	up_Q7QGN3_Q7QGN3_ANOGA	pfam21_Q7QGN2_Q7QGN2_ANOGA	up_Q4RP15_Q4RP15_TETNG
da01332	up_Q6V695_Q6V695_DROSI	pfam21_Q7PJ94_Q7PJ94_ANOGA	pfam21_Q7Q4F0_Q7Q4F0_ANOGA
da01338	pfam21_Q6IE36_Q6IE36_HUMAN	pfam21_Q7PMK4_Q7PMK4_ANOGA	pfam21_Q441Q7_Q441Q7_SOLUS
da01339	up_Q64E48_Q64E48_9ARCH	pfam21_Q2AK12_Q2AK12_9BACI	up_Q3E7D4_Q3E7D4_ARATH
da01362	up_Q1LDM0_Q1LDM0_RALME	up_Q1LM25_Q1LM25_RALME	up_Q22G10_Q22G10_TETTH
da01377	up_Q1MX64_Q1MX64_9ACTO	up_Q7NJ91_Q7NJ91_GLOVI	up_Q1MX64_Q1MX64_9ACTO
da01379	up_Q2JEI1_Q2JEI1_FRASC	up_Q7NDL0_Q7NDL0_GLOVI	up_Q2JEI1_Q2JEI1_FRASC
da01382	up_Q5ZPB0_Q5ZPB0_9DELT	up_Q5ZPB0_Q5ZPB0_9DELT	up_Q7N849_Q7N849_PHOLL
da01399	up_Q6R574_Q6R574_9HYPO	up_Q6R574_Q6R574_9HYPO	up_Q56PC9_Q56PC9_TRIVE
da01425	up_Q6WG27_Q6WG27_MYCUL	up_Q6WG27_Q6WG27_MYCUL	pfam21_Q75JV4_Q75JV4_DICDI
da01429	up_Q6WUY0_Q6WUY0_LOPCH	up_Q6WUX9_Q6WUX9_9CNID	up_Q6WUX9_Q6WUX9_9CNID
da01440	up_Q3JSG9_Q3JSG9_BURP1	pfam21_Q4LHY7_Q4LHY7_9BURK	up_Q6LGA3_Q6LGA3_PHOPR
da01458	up_Q6WG25_Q6WG25_MYCUL	up_Q6WG25_Q6WG25_MYCUL	up_Q3M5Z6_Q3M5Z6_ANAVT
da01469	up_Q4DP21_Q4DP21_TRYCR	up_Q6MRP6_Q6MRP6_BDEBA	up_Q580L9_Q580L9_9TRYP
da01476	up_Q30ZL8_Q30ZL8_DESDG	up_Q72B06_Q72B06_DESVH	up_Q30ZL8_Q30ZL8_DESDG
da01500	up_Q792Q3_Q792Q3_MOUSE	up_Q48NB3_Q48NB3_PSE14	up_Q792Q3_Q792Q3_MOUSE
da01504	up_Q3ISQ5_Q3ISQ5_NATPD	up_Q5V5Y3_Q5V5Y3_HALMA	up_Q6B7M6_Q6B7M6_HALVO
da01515	up_Q6DQL5_Q6DQL5_PETHY	up_Q4N8L5_Q4N8L5_THEPA	up_Q23YW9_Q23YW9_TETTH
